District Id,Location Name
240,arwal
240,kaler
240,karpi
240,kurtha
240,sonbhadra banshi suryapur
241,chungthang
241,mangan
241,north district
242,gyalshing
242,soreng
242,west district
243,namchi
243,ravong
243,south district
244,east district
244,gangtok
244,pakyong
244,rongli
245,bongkhar
245,dudunghar
245,jang
245,kitpi
245,lhou
245,lumla
245,mukto
245,tawang
245,thingbu
245,zemithang
245,jhang
245,lukla
246,balemu
246,bhalukpong
246,bomdila
246,dirang
246,jamiri
246,kalaktang
246,kamengbari doimara
246,nafra
246,rupa
246,shergaon
246,singchung
246,thembang
246,thrizino
246,west kameng
247,bameng
247,chayangtajo
247,dissing passo
247,east kameng
247,gyawe purang
247,khenewa
247,lada
247,pakke kessang
247,pipu dipu
247,pizirang
247,richukrong
247,sawa
247,seijosa
247,seppa
248,balijan
248,banderdawa
248,besar nello
248,doimukh
248,gumto
248,itanagar
248,kakoi
248,kimin
248,leporiang
248,mengio
248,naharlagun
248,papum pare
248,parang
248,sagalee
248,sangdupota
248,taraso
248,toru
248,padang
248,pahang
248,papumpare
248,parana
249,baja
249,baririjo
249,chetam
249,daporijo
249,dumporijo
249,giba
249,gite ripa
249,gussar
249,limeking
249,maro
249,nacho
249,payeng
249,peer yapu
249,puchi geko
249,siyum
249,taksing
249,taliha
249,upper subansiri
249,marol
250,aalo
250,bagra
250,basar
250,darak
250,daring
250,gensi
250,jomlo mobuk
250,kamba
250,kangku
250,kaying
250,likabali
250,liromoba
250,mechuka
250,monigong
250,payum
250,pidi
250,rumgong
250,sibe
250,tato
250,tirbin
250,west siang
250,yomcha
250,bagram
250,daraa
250,kambam
251,bilat
251,boleng
251,east siang
251,kebang
251,kora
251,koyu
251,mebo
251,namsing
251,nari
251,new seren
251,pangin
251,pasighat
251,rebo perging
251,ruksin
251,sille oyan
251,eilat
252,adipasi
252,geku
252,gelling
252,jengging
252,katan
252,mariyang
252,migging
252,mopom
252,palling
252,singa
252,tuting
252,upper siang
252,yingkiong
